job_id,act_calibration,act_equalization,act_equalization_alpha,beta,bias_corr,checkpoint_name,compile_eval,compile_ptq,config,convert_layernorm_to_rmsnorm,dataset,dtype,eval,export_prefix,export_target,few_shot_eval,few_shot_limit,few_shot_override_batch_size,few_shot_tasks,few_shot_zeroshot,functional_sdpa_quant,fuse_sequences,gamma,gpfq,gptq,gpxq_act_order,gpxq_block_name,gpxq_create_weight_orig,gpxq_max_accumulator_bit_width,gpxq_max_accumulator_tile_size,gpxq_use_quant_activations,gradient_accumulation_steps,gradient_checkpointing,help,input_bit_width,input_group_size,input_param_method,input_quant_format,input_quant_granularity,input_quant_type,input_scale_precision,input_scale_type,kv_quant_granularity,kv_quant_type,learned_round,learned_round_fast_update,learned_round_iters,learned_round_lr,learned_round_scale,learned_round_scale_lr,learned_round_scale_momentum,learning_rate,ln_affine_merge,load_awq,load_checkpoint,log_on_each_node,logging_steps,lr_scheduler_type,max_steps,model,no_quantize,nsamples,nsamples_rot_calibration,optimize_rotations,per_device_train_batch_size,quant_sdpa,quantize_input_zero_point,quantize_last_layer,quantize_weight_zero_point,replace_mha,replace_rmsnorm,rotation,rotation_layers_to_expand,rotation_mode,rotation_orphan_sink,rotation_sdpa_regions,save_safetensors,scale_rounding_func_type,scaling_min_val,seed,seqlen,stiefel_optimizer,svd_quant,svd_quant_iters,svd_quant_rank,temperature,use_distillation_loss,weight_bit_width,weight_decay,weight_equalization,weight_group_dim,weight_group_size,weight_param_method,weight_quant_format,weight_quant_granularity,weight_quant_type,weight_scale_precision,elapsed_time,status,retry_number,brevitas_version,torch_version,float_ppl,quant_ppl,"piqa_acc_stderr,none","arc_challenge_acc_norm_stderr,none","arc_challenge_acc,none","arc_easy_acc_stderr,none","piqa_acc_norm_stderr,none","arc_easy_acc_norm,none","winogrande_acc_stderr,none","arc_easy_acc,none","arc_challenge_acc_stderr,none","piqa_acc,none","winogrande_acc,none","piqa_acc_norm,none","arc_challenge_acc_norm,none","arc_easy_acc_norm_stderr,none"
aae4fdec892950665f5b9829f8d032ea,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4188.2508227825165,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,14.529760360717773,0.011354179751257073,0.01310678488360134,0.24146757679180889,0.00999730791444761,0.011402931101558373,0.3712121212121212,0.013986110301017766,0.38762626262626265,0.012506564839739429,0.6147986942328618,0.5485398579321231,0.6055495103373232,0.2790102389078498,0.00991359900184575
db785eac320d94e5193e8403ee6cb5ed,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3945.8786964416504,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,inf,0.011654208652596471,0.012566273985131358,0.21331058020477817,0.008973187820215217,0.011663828032649181,0.2609427609427609,0.014036189665395134,0.25757575757575757,0.011970971742326334,0.5223068552774756,0.47592738752959746,0.5092491838955386,0.24488054607508533,0.009011142493235974
95ad19cc5b43f2418ea94dab7732644f,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.005,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4030.984667301178,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,1716441856.0,0.011661506839823785,0.012980954547659556,0.20563139931740615,0.008875238553583171,0.011664988455853318,0.25126262626262624,0.014051220692330349,0.24915824915824916,0.01181074526074257,0.5136017410228509,0.5067087608524072,0.4940152339499456,0.27047781569965873,0.008900141191221643
bfdfba99555781748be75505e2712c9f,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,1.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3986.170383453369,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,13.064269065856934,0.011147074365010461,0.013307250444941118,0.24744027303754265,0.010150415974210875,0.01129783958977666,0.3918350168350168,0.013960157350784987,0.4271885521885522,0.012610352663292673,0.6474428726877041,0.5572217837411207,0.6245919477693145,0.2935153583617747,0.010016835016834992
6200235f2411646d69ff29e532f4f1ef,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4018.412784576416,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,5470.7763671875,0.011653634832401174,0.012653835621466646,0.20051194539249148,0.008860162361464032,0.011662778026451666,0.26136363636363635,0.014047122916440415,0.2478956228956229,0.011700318050499382,0.5228509249183896,0.4861878453038674,0.5114254624591947,0.25,0.009015838366608193
f90cf63638b35da300dba9fcdf15dcb0,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.9,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4038.566799402237,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,2003.372314453125,0.011665264730078145,0.01295506596371068,0.22098976109215018,0.008987501845758044,0.011665817258899177,0.2609427609427609,0.014051220692330346,0.2588383838383838,0.012124929206818258,0.5048966267682263,0.5067087608524072,0.499455930359086,0.2687713310580205,0.009011142493235974
e1ccc7f0de6f7bd8e2964dc39796662a,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.02,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4099.087039709091,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,inf,0.01166150683982378,0.0127807705627684,0.22525597269624573,0.008968394768971991,0.011663061261117741,0.25252525252525254,0.014051220692330349,0.25715488215488214,0.012207839995407317,0.5136017410228509,0.49329123914759276,0.5108813928182807,0.257679180887372,0.008914948991495702
1eedb07d15c058e41cfb5cbd403f1531,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.5,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.05,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3998.965429544449,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,14.7903470993042,0.011354179751257073,0.013226719056266129,0.24829351535836178,0.010018744689650043,0.011434766962108307,0.36658249158249157,0.014011242594964134,0.39225589225589225,0.012624912868089755,0.6147986942328618,0.5382794001578532,0.5990206746463548,0.28754266211604096,0.009887786585323964
1200269824505a6ea3080ec5ab3f009d,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.0,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,1.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,3999.9705612659454,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,14.32506275177002,0.011287972563201019,0.013307250444941108,0.25170648464163825,0.010138671005289049,0.011297839589776662,0.38846801346801346,0.013996485037729772,0.4234006734006734,0.012682496334042961,0.6262241566920566,0.5445935280189423,0.6245919477693145,0.2935153583617747,0.01000127604448523
71de13405294ae028f0ee810af941d0c,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,1.0,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,1.5,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4066.6536633968353,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,13.08618450164795,0.011154877708188675,0.013273077865907585,0.2551194539249147,0.010154195733990961,0.011317163404516854,0.39057239057239057,0.013944181296470804,0.42845117845117847,0.012739038695202107,0.6463547334058759,0.5619573796369376,0.6213275299238302,0.2909556313993174,0.010011059112064251
7ea24f0563f76fb6365bb3ad84d8e875,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,1.0,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.005,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4017.284036874771,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,1416971987976192.0,0.011655846995729701,0.012753013241244521,0.22525597269624573,0.008973187820215217,0.011665796539540876,0.2537878787878788,0.014049749833367585,0.25757575757575757,0.012207839995407317,0.5206746463547334,0.5098658247829518,0.501088139281828,0.25597269624573377,0.008929657065808307
7e384d2ea5adae7c0f8f2d96e83f2f09,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.1,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4139.529988050461,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,71.13457489013672,0.011546694435712195,0.012383873560768678,0.19539249146757678,0.009441202922359185,0.011610989358814274,0.31102693602693604,0.014047718393997663,0.3042929292929293,0.011586907189952911,0.5712731229597389,0.5130228887134964,0.5484221980413493,0.23464163822525597,0.009498790639757611
b8c8a2a45f68f1e148c0475bedd4a2c5,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.0,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.05,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_sgd,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4160.567724943161,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,257680.9375,0.011623729421518134,0.0127945537542887,0.2226962457337884,0.008958775997918363,0.011665796539540871,0.2588383838383838,0.014052446290529015,0.2563131313131313,0.012158314774829924,0.5424374319912949,0.5011838989739542,0.501088139281828,0.25853242320819114,0.008987501845758063
c0815435ef88d11b86c6d4279c59cadb,False,,0.5,0.5,False,,True,False,,False,wikitext2,float32,True,,,lm_eval,,,"['arc_challenge', 'arc_easy', 'winogrande', 'piqa']",False,False,False,0.1,False,False,False,,False,,,False,8,True,==SUPPRESS==,,64,stats,int,per_tensor,asym,float_scale,static,,,,False,200,0.005,False,0.01,0.9,0.02,False,,False,False,10,cosine,100,meta-llama/Llama-3.2-1B,False,128,800,True,1,False,False,False,False,False,True,fused_no_fx,[],had,True,True,False,,0.0001,0,2048,riemann_adam,False,1,32,2.0,True,3,0.0,False,,128,stats,int,per_group,sym,float_scale,4089.9921016693115,successful,1,0.11.1.dev108+ged46276c,2.6.0+rocm6.2.4,8.78091812133789,inf,0.011663828032649181,0.01320319608853736,0.23378839590443687,0.008973187820215217,0.011661506839823766,0.2588383838383838,0.014051220692330346,0.25757575757575757,0.012368225378507142,0.5092491838955386,0.49329123914759276,0.48639825897714906,0.2858361774744027,0.008987501845758063
